Entity,Code,Date,Restrictions on gatherings (OxBSG)
Nicaragua,NIC,2020-06-30,0
Nicaragua,NIC,2020-07-01,0
Nicaragua,NIC,2020-07-02,0
Nicaragua,NIC,2020-07-03,0
Nicaragua,NIC,2020-07-04,0
Nicaragua,NIC,2020-07-05,0
Nicaragua,NIC,2020-07-06,0
Nicaragua,NIC,2020-07-07,0
Nicaragua,NIC,2020-07-08,0
Nicaragua,NIC,2020-07-09,0
Nicaragua,NIC,2020-07-10,0
Nicaragua,NIC,2020-07-11,0
Nicaragua,NIC,2020-07-12,0
Nicaragua,NIC,2020-07-13,0
Nicaragua,NIC,2020-07-14,0
Nicaragua,NIC,2020-07-15,0
Nicaragua,NIC,2020-07-16,0
Nicaragua,NIC,2020-07-17,0
Nicaragua,NIC,2020-07-18,0
Nicaragua,NIC,2020-07-19,0
Nicaragua,NIC,2020-07-20,0
Nicaragua,NIC,2020-07-21,0
Nicaragua,NIC,2020-07-22,0
Nicaragua,NIC,2020-07-23,0
Nicaragua,NIC,2020-07-24,0
Nicaragua,NIC,2020-07-25,0
Nicaragua,NIC,2020-07-26,0
Nicaragua,NIC,2020-07-27,0
Nicaragua,NIC,2020-07-28,0
Nicaragua,NIC,2020-07-29,0
Nicaragua,NIC,2020-07-30,0
Nicaragua,NIC,2020-07-31,0
Nicaragua,NIC,2020-08-01,0
Nicaragua,NIC,2020-08-02,0
Nicaragua,NIC,2020-08-03,0
Nicaragua,NIC,2020-08-04,0
Nicaragua,NIC,2020-08-05,0
Nicaragua,NIC,2020-08-06,0
Nicaragua,NIC,2020-08-07,0
Nicaragua,NIC,2020-08-08,0
Nicaragua,NIC,2020-08-09,0
Nicaragua,NIC,2020-08-10,0
Nicaragua,NIC,2020-08-11,0
Nicaragua,NIC,2020-08-12,0
Nicaragua,NIC,2020-08-13,0
Nicaragua,NIC,2020-08-14,0
Nicaragua,NIC,2020-08-15,0
Nicaragua,NIC,2020-08-16,0
Nicaragua,NIC,2020-08-17,0
Nicaragua,NIC,2020-08-18,0
Nicaragua,NIC,2020-08-19,0
Nicaragua,NIC,2020-08-20,0
Nicaragua,NIC,2020-08-21,0
Nicaragua,NIC,2020-08-22,0
Nicaragua,NIC,2020-08-23,0
Nicaragua,NIC,2020-08-24,0
Nicaragua,NIC,2020-08-25,0
Nicaragua,NIC,2020-08-26,0
Nicaragua,NIC,2020-08-27,0
Nicaragua,NIC,2020-08-28,0
Nicaragua,NIC,2020-08-29,0
Nicaragua,NIC,2020-08-30,0
Nicaragua,NIC,2020-08-31,0
Nicaragua,NIC,2020-09-01,0
Nicaragua,NIC,2020-09-02,0
Nicaragua,NIC,2020-09-03,0
Nicaragua,NIC,2020-09-04,0
Nicaragua,NIC,2020-09-05,0
Nicaragua,NIC,2020-09-06,0
Niger,NER,2020-01-01,0
Niger,NER,2020-01-02,0
Niger,NER,2020-01-03,0
Niger,NER,2020-01-04,0
Niger,NER,2020-01-05,0
Niger,NER,2020-01-06,0
Niger,NER,2020-01-07,0
Niger,NER,2020-01-08,0
Niger,NER,2020-01-09,0
Niger,NER,2020-01-10,0
Niger,NER,2020-01-11,0
Niger,NER,2020-01-12,0
Niger,NER,2020-01-13,0
Niger,NER,2020-01-14,0
Niger,NER,2020-01-15,0
Niger,NER,2020-01-16,0
Niger,NER,2020-01-17,0
Niger,NER,2020-01-18,0
Niger,NER,2020-01-19,0
Niger,NER,2020-01-20,0
Niger,NER,2020-01-21,0
Niger,NER,2020-01-22,0
Niger,NER,2020-01-23,0
Niger,NER,2020-01-24,0
Niger,NER,2020-01-25,0
Niger,NER,2020-01-26,0
Niger,NER,2020-01-27,0
Niger,NER,2020-01-28,0
Niger,NER,2020-01-29,0
Niger,NER,2020-01-30,0
Niger,NER,2020-01-31,0
Niger,NER,2020-02-01,0
Niger,NER,2020-02-02,0
Niger,NER,2020-02-03,0
Niger,NER,2020-02-04,0
Niger,NER,2020-02-05,0
Niger,NER,2020-02-06,0
Niger,NER,2020-02-07,0
Niger,NER,2020-02-08,0
Niger,NER,2020-02-09,0
Niger,NER,2020-02-10,0
Niger,NER,2020-02-11,0
Niger,NER,2020-02-12,0
Niger,NER,2020-02-13,0
Niger,NER,2020-02-14,0
Niger,NER,2020-02-15,0
Niger,NER,2020-02-16,0
Niger,NER,2020-02-17,0
Niger,NER,2020-02-18,0
Niger,NER,2020-02-19,0
Niger,NER,2020-02-20,0
Niger,NER,2020-02-21,0
Niger,NER,2020-02-22,0
Niger,NER,2020-02-23,0
Niger,NER,2020-02-24,0
Niger,NER,2020-02-25,0
Niger,NER,2020-02-26,0
Niger,NER,2020-02-27,0
Niger,NER,2020-02-28,0
Niger,NER,2020-02-29,0
Niger,NER,2020-03-01,0
Niger,NER,2020-03-02,0
Niger,NER,2020-03-03,0
Niger,NER,2020-03-04,0
Niger,NER,2020-03-05,0
Niger,NER,2020-03-06,0
Niger,NER,2020-03-07,0
Niger,NER,2020-03-08,0
Niger,NER,2020-03-09,0
Niger,NER,2020-03-10,0
Niger,NER,2020-03-11,0
Niger,NER,2020-03-12,0
Niger,NER,2020-03-13,1
Niger,NER,2020-03-14,1
Niger,NER,2020-03-15,1
Niger,NER,2020-03-16,1
Niger,NER,2020-03-17,1
Niger,NER,2020-03-18,1
Niger,NER,2020-03-19,3
Niger,NER,2020-03-20,3
Niger,NER,2020-03-21,3
Niger,NER,2020-03-22,3
Niger,NER,2020-03-23,3
Niger,NER,2020-03-24,3
Niger,NER,2020-03-25,3
Niger,NER,2020-03-26,3
Niger,NER,2020-03-27,3
Niger,NER,2020-03-28,3
Niger,NER,2020-03-29,3
Niger,NER,2020-03-30,3
Niger,NER,2020-03-31,3
Niger,NER,2020-04-01,3
Niger,NER,2020-04-02,3
Niger,NER,2020-04-03,3
Niger,NER,2020-04-04,3
Niger,NER,2020-04-05,3
Niger,NER,2020-04-06,3
Niger,NER,2020-04-07,3
Niger,NER,2020-04-08,3
Niger,NER,2020-04-09,3
Niger,NER,2020-04-10,3
Niger,NER,2020-04-11,3
Niger,NER,2020-04-12,3
Niger,NER,2020-04-13,3
Niger,NER,2020-04-14,3
Niger,NER,2020-04-15,3
Niger,NER,2020-04-16,3
Niger,NER,2020-04-17,3
Niger,NER,2020-04-18,3
Niger,NER,2020-04-19,3
Niger,NER,2020-04-20,3
Niger,NER,2020-04-21,3
Niger,NER,2020-04-22,3
Niger,NER,2020-04-23,3
Niger,NER,2020-04-24,3
Niger,NER,2020-04-25,3
Niger,NER,2020-04-26,3
Niger,NER,2020-04-27,3
Niger,NER,2020-04-28,3
Niger,NER,2020-04-29,3
Niger,NER,2020-04-30,3
Niger,NER,2020-05-01,3
Niger,NER,2020-05-02,3
Niger,NER,2020-05-03,3
Niger,NER,2020-05-04,3
Niger,NER,2020-05-05,3
Niger,NER,2020-05-06,3
Niger,NER,2020-05-07,3
Niger,NER,2020-05-08,3
Niger,NER,2020-05-09,3
Niger,NER,2020-05-10,3
Niger,NER,2020-05-11,3
Niger,NER,2020-05-12,3
Niger,NER,2020-05-13,0
Niger,NER,2020-05-14,0
Niger,NER,2020-05-15,0
Niger,NER,2020-05-16,0
Niger,NER,2020-05-17,0
Niger,NER,2020-05-18,0
Niger,NER,2020-05-19,0
Niger,NER,2020-05-20,0
Niger,NER,2020-05-21,0
Niger,NER,2020-05-22,0
Niger,NER,2020-05-23,0
Niger,NER,2020-05-24,0
Niger,NER,2020-05-25,0
Niger,NER,2020-05-26,0
Niger,NER,2020-05-27,0
Niger,NER,2020-05-28,0
Niger,NER,2020-05-29,0
Niger,NER,2020-05-30,0
Niger,NER,2020-05-31,0
Niger,NER,2020-06-01,0
Niger,NER,2020-06-02,0
Niger,NER,2020-06-03,0
Niger,NER,2020-06-04,0
Niger,NER,2020-06-05,0
Niger,NER,2020-06-06,0
Niger,NER,2020-06-07,0
Niger,NER,2020-06-08,0
Niger,NER,2020-06-09,0
Niger,NER,2020-06-10,0
Niger,NER,2020-06-11,0
Niger,NER,2020-06-12,0
Niger,NER,2020-06-13,0
Niger,NER,2020-06-14,0
Niger,NER,2020-06-15,0
Niger,NER,2020-06-16,0
Niger,NER,2020-06-17,0
Niger,NER,2020-06-18,0
Niger,NER,2020-06-19,0
Niger,NER,2020-06-20,0
Niger,NER,2020-06-21,0
Niger,NER,2020-06-22,0
Niger,NER,2020-06-23,0
Niger,NER,2020-06-24,0
Niger,NER,2020-06-25,0
Niger,NER,2020-06-26,0
Niger,NER,2020-06-27,0
Niger,NER,2020-06-28,0
Niger,NER,2020-06-29,0
Niger,NER,2020-06-30,0
Niger,NER,2020-07-01,0
Niger,NER,2020-07-02,0
Niger,NER,2020-07-03,0
Niger,NER,2020-07-04,0
Niger,NER,2020-07-05,0
Niger,NER,2020-07-06,0
Niger,NER,2020-07-07,0
Niger,NER,2020-07-08,0
Niger,NER,2020-07-09,0
Niger,NER,2020-07-10,0
Niger,NER,2020-07-11,0
Niger,NER,2020-07-12,0
Niger,NER,2020-07-13,0
Niger,NER,2020-07-14,0
Niger,NER,2020-07-15,0
Niger,NER,2020-07-16,0
Niger,NER,2020-07-17,0
Niger,NER,2020-07-18,0
Niger,NER,2020-07-19,0
Niger,NER,2020-07-20,0
Niger,NER,2020-07-21,0
Niger,NER,2020-07-22,0
Niger,NER,2020-07-23,0
Niger,NER,2020-07-24,0
Niger,NER,2020-07-25,0
Niger,NER,2020-07-26,0
Niger,NER,2020-07-27,0
Niger,NER,2020-07-28,0
Niger,NER,2020-07-29,0
Niger,NER,2020-07-30,0
Niger,NER,2020-07-31,0
Niger,NER,2020-08-01,0
Niger,NER,2020-08-02,0
Niger,NER,2020-08-03,0
Niger,NER,2020-08-04,0
Niger,NER,2020-08-05,0
Niger,NER,2020-08-06,0
Niger,NER,2020-08-07,0
Niger,NER,2020-08-08,0
Niger,NER,2020-08-09,0
Niger,NER,2020-08-10,0
Niger,NER,2020-08-11,0
Niger,NER,2020-08-12,0
Niger,NER,2020-08-13,0
Niger,NER,2020-08-14,0
Niger,NER,2020-08-15,0
Niger,NER,2020-08-16,0
Niger,NER,2020-08-17,0
Niger,NER,2020-08-18,0
Niger,NER,2020-08-19,0
Niger,NER,2020-08-20,0
Niger,NER,2020-08-21,0
Niger,NER,2020-08-22,0
Niger,NER,2020-08-23,0
Niger,NER,2020-08-24,0
Niger,NER,2020-08-25,0
Niger,NER,2020-08-26,0
Niger,NER,2020-08-27,0
Niger,NER,2020-08-28,0
Niger,NER,2020-08-29,0
Niger,NER,2020-08-30,0
Niger,NER,2020-08-31,0
Niger,NER,2020-09-01,0
Niger,NER,2020-09-02,0
Niger,NER,2020-09-03,0
Niger,NER,2020-09-04,0
Niger,NER,2020-09-05,0
Nigeria,NGA,2020-01-01,0
Nigeria,NGA,2020-01-02,0
Nigeria,NGA,2020-01-03,0
Nigeria,NGA,2020-01-04,0
Nigeria,NGA,2020-01-05,0
Nigeria,NGA,2020-01-06,0
Nigeria,NGA,2020-01-07,0
Nigeria,NGA,2020-01-08,0
Nigeria,NGA,2020-01-09,0
Nigeria,NGA,2020-01-10,0
Nigeria,NGA,2020-01-11,0
Nigeria,NGA,2020-01-12,0
Nigeria,NGA,2020-01-13,0
Nigeria,NGA,2020-01-14,0
Nigeria,NGA,2020-01-15,0
Nigeria,NGA,2020-01-16,0
Nigeria,NGA,2020-01-17,0
Nigeria,NGA,2020-01-18,0
Nigeria,NGA,2020-01-19,0
Nigeria,NGA,2020-01-20,0
Nigeria,NGA,2020-01-21,0
Nigeria,NGA,2020-01-22,0
Nigeria,NGA,2020-01-23,0
Nigeria,NGA,2020-01-24,0
Nigeria,NGA,2020-01-25,0
Nigeria,NGA,2020-01-26,0
Nigeria,NGA,2020-01-27,0
Nigeria,NGA,2020-01-28,0
Nigeria,NGA,2020-01-29,0
Nigeria,NGA,2020-01-30,0
Nigeria,NGA,2020-01-31,0
Nigeria,NGA,2020-02-01,0
Nigeria,NGA,2020-02-02,0
Nigeria,NGA,2020-02-03,0
Nigeria,NGA,2020-02-04,0
Nigeria,NGA,2020-02-05,0
Nigeria,NGA,2020-02-06,0
Nigeria,NGA,2020-02-07,0
Nigeria,NGA,2020-02-08,0
Nigeria,NGA,2020-02-09,0
Nigeria,NGA,2020-02-10,0
Nigeria,NGA,2020-02-11,0
Nigeria,NGA,2020-02-12,0
Nigeria,NGA,2020-02-13,0
Nigeria,NGA,2020-02-14,0
Nigeria,NGA,2020-02-15,0
Nigeria,NGA,2020-02-16,0
Nigeria,NGA,2020-02-17,0
Nigeria,NGA,2020-02-18,0
Nigeria,NGA,2020-02-19,0
Nigeria,NGA,2020-02-20,0
Nigeria,NGA,2020-02-21,0
Nigeria,NGA,2020-02-22,0
Nigeria,NGA,2020-02-23,0
Nigeria,NGA,2020-02-24,0
Nigeria,NGA,2020-02-25,0
Nigeria,NGA,2020-02-26,0
Nigeria,NGA,2020-02-27,0
Nigeria,NGA,2020-02-28,0
Nigeria,NGA,2020-02-29,0
Nigeria,NGA,2020-03-01,0
Nigeria,NGA,2020-03-02,0
Nigeria,NGA,2020-03-03,0
Nigeria,NGA,2020-03-04,0
Nigeria,NGA,2020-03-05,0
Nigeria,NGA,2020-03-06,0
Nigeria,NGA,2020-03-07,0
Nigeria,NGA,2020-03-08,0
Nigeria,NGA,2020-03-09,0
Nigeria,NGA,2020-03-10,0
Nigeria,NGA,2020-03-11,0
Nigeria,NGA,2020-03-12,0
Nigeria,NGA,2020-03-13,0
Nigeria,NGA,2020-03-14,0
Nigeria,NGA,2020-03-15,0
Nigeria,NGA,2020-03-16,0
Nigeria,NGA,2020-03-17,0
Nigeria,NGA,2020-03-18,3
Nigeria,NGA,2020-03-19,3
Nigeria,NGA,2020-03-20,3
Nigeria,NGA,2020-03-21,3
Nigeria,NGA,2020-03-22,3
Nigeria,NGA,2020-03-23,3
Nigeria,NGA,2020-03-24,3
Nigeria,NGA,2020-03-25,3
Nigeria,NGA,2020-03-26,3
Nigeria,NGA,2020-03-27,3
Nigeria,NGA,2020-03-28,4
Nigeria,NGA,2020-03-29,4
Nigeria,NGA,2020-03-30,4
Nigeria,NGA,2020-03-31,4
Nigeria,NGA,2020-04-01,4
Nigeria,NGA,2020-04-02,4
Nigeria,NGA,2020-04-03,4
Nigeria,NGA,2020-04-04,4
Nigeria,NGA,2020-04-05,4
Nigeria,NGA,2020-04-06,4
Nigeria,NGA,2020-04-07,4
Nigeria,NGA,2020-04-08,4
Nigeria,NGA,2020-04-09,4
Nigeria,NGA,2020-04-10,4
Nigeria,NGA,2020-04-11,4
Nigeria,NGA,2020-04-12,4
Nigeria,NGA,2020-04-13,4
Nigeria,NGA,2020-04-14,4
Nigeria,NGA,2020-04-15,4
Nigeria,NGA,2020-04-16,4
Nigeria,NGA,2020-04-17,4
Nigeria,NGA,2020-04-18,4
Nigeria,NGA,2020-04-19,4
Nigeria,NGA,2020-04-20,4
Nigeria,NGA,2020-04-21,4
Nigeria,NGA,2020-04-22,4
Nigeria,NGA,2020-04-23,4
Nigeria,NGA,2020-04-24,4
Nigeria,NGA,2020-04-25,4
Nigeria,NGA,2020-04-26,4
Nigeria,NGA,2020-04-27,4
Nigeria,NGA,2020-04-28,4
Nigeria,NGA,2020-04-29,4
Nigeria,NGA,2020-04-30,4
Nigeria,NGA,2020-05-01,4
Nigeria,NGA,2020-05-02,4
Nigeria,NGA,2020-05-03,4
Nigeria,NGA,2020-05-04,3
Nigeria,NGA,2020-05-05,3
Nigeria,NGA,2020-05-06,3
Nigeria,NGA,2020-05-07,3
Nigeria,NGA,2020-05-08,3
Nigeria,NGA,2020-05-09,3
Nigeria,NGA,2020-05-10,3
Nigeria,NGA,2020-05-11,3
Nigeria,NGA,2020-05-12,3
Nigeria,NGA,2020-05-13,3
Nigeria,NGA,2020-05-14,3
Nigeria,NGA,2020-05-15,3
Nigeria,NGA,2020-05-16,3
Nigeria,NGA,2020-05-17,3
Nigeria,NGA,2020-05-18,3
Nigeria,NGA,2020-05-19,3
Nigeria,NGA,2020-05-20,3
Nigeria,NGA,2020-05-21,3
Nigeria,NGA,2020-05-22,3
Nigeria,NGA,2020-05-23,3
Nigeria,NGA,2020-05-24,3
Nigeria,NGA,2020-05-25,3
Nigeria,NGA,2020-05-26,3
Nigeria,NGA,2020-05-27,3
Nigeria,NGA,2020-05-28,3
Nigeria,NGA,2020-05-29,3
Nigeria,NGA,2020-05-30,3
Nigeria,NGA,2020-05-31,3
Nigeria,NGA,2020-06-01,3
Nigeria,NGA,2020-06-02,3
Nigeria,NGA,2020-06-03,3
Nigeria,NGA,2020-06-04,3
Nigeria,NGA,2020-06-05,3
Nigeria,NGA,2020-06-06,3
Nigeria,NGA,2020-06-07,3
Nigeria,NGA,2020-06-08,3
Nigeria,NGA,2020-06-09,3
Nigeria,NGA,2020-06-10,3
Nigeria,NGA,2020-06-11,3
Nigeria,NGA,2020-06-12,3
Nigeria,NGA,2020-06-13,3
Nigeria,NGA,2020-06-14,3
Nigeria,NGA,2020-06-15,3
Nigeria,NGA,2020-06-16,3
Nigeria,NGA,2020-06-17,3
Nigeria,NGA,2020-06-18,3
Nigeria,NGA,2020-06-19,3
Nigeria,NGA,2020-06-20,3
Nigeria,NGA,2020-06-21,3
Nigeria,NGA,2020-06-22,3
Nigeria,NGA,2020-06-23,3
Nigeria,NGA,2020-06-24,3
Nigeria,NGA,2020-06-25,3
Nigeria,NGA,2020-06-26,3
Nigeria,NGA,2020-06-27,3
Nigeria,NGA,2020-06-28,3
Nigeria,NGA,2020-06-29,3
Nigeria,NGA,2020-06-30,3
Nigeria,NGA,2020-07-01,3
Nigeria,NGA,2020-07-02,3
Nigeria,NGA,2020-07-03,3
Nigeria,NGA,2020-07-04,3
Nigeria,NGA,2020-07-05,3
Nigeria,NGA,2020-07-06,3
Nigeria,NGA,2020-07-07,3
Nigeria,NGA,2020-07-08,3
Nigeria,NGA,2020-07-09,3
Nigeria,NGA,2020-07-10,3
Nigeria,NGA,2020-07-11,3
Nigeria,NGA,2020-07-12,3
Nigeria,NGA,2020-07-13,3
Nigeria,NGA,2020-07-14,3
Nigeria,NGA,2020-07-15,3
Nigeria,NGA,2020-07-16,3
Nigeria,NGA,2020-07-17,3
Nigeria,NGA,2020-07-18,3
Nigeria,NGA,2020-07-19,3
Nigeria,NGA,2020-07-20,3
Nigeria,NGA,2020-07-21,3
Nigeria,NGA,2020-07-22,3
Nigeria,NGA,2020-07-23,3
Nigeria,NGA,2020-07-24,3
Nigeria,NGA,2020-07-25,3
Nigeria,NGA,2020-07-26,3
Nigeria,NGA,2020-07-27,3
Nigeria,NGA,2020-07-28,3
Nigeria,NGA,2020-07-29,3
Nigeria,NGA,2020-07-30,3
Nigeria,NGA,2020-07-31,3
Nigeria,NGA,2020-08-01,3
Nigeria,NGA,2020-08-02,3
Nigeria,NGA,2020-08-03,3
Nigeria,NGA,2020-08-04,3
Nigeria,NGA,2020-08-05,3
Nigeria,NGA,2020-08-06,3
Nigeria,NGA,2020-08-07,3
Nigeria,NGA,2020-08-08,3
Nigeria,NGA,2020-08-09,3
Nigeria,NGA,2020-08-10,3
Nigeria,NGA,2020-08-11,3
Nigeria,NGA,2020-08-12,3
Nigeria,NGA,2020-08-13,3
Nigeria,NGA,2020-08-14,3
Nigeria,NGA,2020-08-15,3
Nigeria,NGA,2020-08-16,3
Nigeria,NGA,2020-08-17,3
Nigeria,NGA,2020-08-18,3
Nigeria,NGA,2020-08-19,3
Nigeria,NGA,2020-08-20,3
Nigeria,NGA,2020-08-21,3
Nigeria,NGA,2020-08-22,3
Nigeria,NGA,2020-08-23,3
Nigeria,NGA,2020-08-24,3
Nigeria,NGA,2020-08-25,3
Nigeria,NGA,2020-08-26,3
Nigeria,NGA,2020-08-27,3
Nigeria,NGA,2020-08-28,3
Nigeria,NGA,2020-08-29,3
Nigeria,NGA,2020-08-30,3
Nigeria,NGA,2020-08-31,3
Nigeria,NGA,2020-09-01,3
Nigeria,NGA,2020-09-02,3
Nigeria,NGA,2020-09-03,3
Nigeria,NGA,2020-09-04,3
Nigeria,NGA,2020-09-05,3
Nigeria,NGA,2020-09-06,3
Nigeria,NGA,2020-09-07,3
Nigeria,NGA,2020-09-08,3
Nigeria,NGA,2020-09-09,3
Nigeria,NGA,2020-09-10,3
Norway,NOR,2020-01-01,0
Norway,NOR,2020-01-02,0
Norway,NOR,2020-01-03,0
Norway,NOR,2020-01-04,0
Norway,NOR,2020-01-05,0
Norway,NOR,2020-01-06,0
Norway,NOR,2020-01-07,0
Norway,NOR,2020-01-08,0
Norway,NOR,2020-01-09,0
Norway,NOR,2020-01-10,0
Norway,NOR,2020-01-11,0
Norway,NOR,2020-01-12,0
Norway,NOR,2020-01-13,0
Norway,NOR,2020-01-14,0
Norway,NOR,2020-01-15,0
Norway,NOR,2020-01-16,0
Norway,NOR,2020-01-17,0
Norway,NOR,2020-01-18,0
Norway,NOR,2020-01-19,0
Norway,NOR,2020-01-20,0
Norway,NOR,2020-01-21,0
Norway,NOR,2020-01-22,0
Norway,NOR,2020-01-23,0
Norway,NOR,2020-01-24,0
Norway,NOR,2020-01-25,0
Norway,NOR,2020-01-26,0
Norway,NOR,2020-01-27,0
Norway,NOR,2020-01-28,0
Norway,NOR,2020-01-29,0
Norway,NOR,2020-01-30,0
Norway,NOR,2020-01-31,0
Norway,NOR,2020-02-01,0
Norway,NOR,2020-02-02,0
Norway,NOR,2020-02-03,0
Norway,NOR,2020-02-04,0
Norway,NOR,2020-02-05,0
Norway,NOR,2020-02-06,0
Norway,NOR,2020-02-07,0
Norway,NOR,2020-02-08,0
Norway,NOR,2020-02-09,0
Norway,NOR,2020-02-10,0
Norway,NOR,2020-02-11,0
Norway,NOR,2020-02-12,0
Norway,NOR,2020-02-13,0
Norway,NOR,2020-02-14,0
Norway,NOR,2020-02-15,0
Norway,NOR,2020-02-16,0
Norway,NOR,2020-02-17,0
Norway,NOR,2020-02-18,0
Norway,NOR,2020-02-19,0
Norway,NOR,2020-02-20,0
Norway,NOR,2020-02-21,0
Norway,NOR,2020-02-22,0
Norway,NOR,2020-02-23,0
Norway,NOR,2020-02-24,0
Norway,NOR,2020-02-25,0
Norway,NOR,2020-02-26,0
Norway,NOR,2020-02-27,0
Norway,NOR,2020-02-28,0
Norway,NOR,2020-02-29,0
Norway,NOR,2020-03-01,0
Norway,NOR,2020-03-02,0
Norway,NOR,2020-03-03,0
Norway,NOR,2020-03-04,0
Norway,NOR,2020-03-05,0
Norway,NOR,2020-03-06,0
Norway,NOR,2020-03-07,0
Norway,NOR,2020-03-08,0
Norway,NOR,2020-03-09,0
Norway,NOR,2020-03-10,0
Norway,NOR,2020-03-11,2
Norway,NOR,2020-03-12,2
Norway,NOR,2020-03-13,2
Norway,NOR,2020-03-14,2
Norway,NOR,2020-03-15,2
Norway,NOR,2020-03-16,2
Norway,NOR,2020-03-17,2
Norway,NOR,2020-03-18,2
Norway,NOR,2020-03-19,2
Norway,NOR,2020-03-20,2
Norway,NOR,2020-03-21,2
Norway,NOR,2020-03-22,2
Norway,NOR,2020-03-23,2
Norway,NOR,2020-03-24,4
Norway,NOR,2020-03-25,4
Norway,NOR,2020-03-26,4
Norway,NOR,2020-03-27,4
Norway,NOR,2020-03-28,4
Norway,NOR,2020-03-29,4
Norway,NOR,2020-03-30,4
Norway,NOR,2020-03-31,4
Norway,NOR,2020-04-01,4
Norway,NOR,2020-04-02,4
Norway,NOR,2020-04-03,4
Norway,NOR,2020-04-04,4
Norway,NOR,2020-04-05,4
Norway,NOR,2020-04-06,4
Norway,NOR,2020-04-07,4
Norway,NOR,2020-04-08,4
Norway,NOR,2020-04-09,4
Norway,NOR,2020-04-10,4
Norway,NOR,2020-04-11,4
Norway,NOR,2020-04-12,4
Norway,NOR,2020-04-13,4
Norway,NOR,2020-04-14,4
Norway,NOR,2020-04-15,4
Norway,NOR,2020-04-16,4
Norway,NOR,2020-04-17,4
Norway,NOR,2020-04-18,4
Norway,NOR,2020-04-19,4
Norway,NOR,2020-04-20,4
Norway,NOR,2020-04-21,2
Norway,NOR,2020-04-22,2
Norway,NOR,2020-04-23,2
Norway,NOR,2020-04-24,2
Norway,NOR,2020-04-25,2
Norway,NOR,2020-04-26,2
Norway,NOR,2020-04-27,2
Norway,NOR,2020-04-28,2
Norway,NOR,2020-04-29,2
Norway,NOR,2020-04-30,2
Norway,NOR,2020-05-01,2
Norway,NOR,2020-05-02,2
Norway,NOR,2020-05-03,2
Norway,NOR,2020-05-04,2
Norway,NOR,2020-05-05,2
Norway,NOR,2020-05-06,2
Norway,NOR,2020-05-07,2
Norway,NOR,2020-05-08,2
Norway,NOR,2020-05-09,2
Norway,NOR,2020-05-10,2
Norway,NOR,2020-05-11,3
Norway,NOR,2020-05-12,3
Norway,NOR,2020-05-13,3
Norway,NOR,2020-05-14,3
Norway,NOR,2020-05-15,3
Norway,NOR,2020-05-16,3
Norway,NOR,2020-05-17,3
Norway,NOR,2020-05-18,3
Norway,NOR,2020-05-19,3
Norway,NOR,2020-05-20,3
Norway,NOR,2020-05-21,3
Norway,NOR,2020-05-22,3
Norway,NOR,2020-05-23,3
Norway,NOR,2020-05-24,3
Norway,NOR,2020-05-25,3
Norway,NOR,2020-05-26,3
Norway,NOR,2020-05-27,3
Norway,NOR,2020-05-28,3
Norway,NOR,2020-05-29,3
Norway,NOR,2020-05-30,3
Norway,NOR,2020-05-31,3
Norway,NOR,2020-06-01,3
Norway,NOR,2020-06-02,3
Norway,NOR,2020-06-03,3
Norway,NOR,2020-06-04,3
Norway,NOR,2020-06-05,3
Norway,NOR,2020-06-06,3
Norway,NOR,2020-06-07,3
Norway,NOR,2020-06-08,3
Norway,NOR,2020-06-09,3
Norway,NOR,2020-06-10,3
Norway,NOR,2020-06-11,3
Norway,NOR,2020-06-12,3
Norway,NOR,2020-06-13,3
Norway,NOR,2020-06-14,3
Norway,NOR,2020-06-15,2
Norway,NOR,2020-06-16,2
Norway,NOR,2020-06-17,2
Norway,NOR,2020-06-18,2
Norway,NOR,2020-06-19,2
Norway,NOR,2020-06-20,2
Norway,NOR,2020-06-21,2
Norway,NOR,2020-06-22,2
Norway,NOR,2020-06-23,2
Norway,NOR,2020-06-24,2
Norway,NOR,2020-06-25,2
Norway,NOR,2020-06-26,2
Norway,NOR,2020-06-27,2
Norway,NOR,2020-06-28,2
Norway,NOR,2020-06-29,2
Norway,NOR,2020-06-30,2
Norway,NOR,2020-07-01,2
Norway,NOR,2020-07-02,2
Norway,NOR,2020-07-03,2
Norway,NOR,2020-07-04,2
Norway,NOR,2020-07-05,2
Norway,NOR,2020-07-06,2
Norway,NOR,2020-07-07,2
Norway,NOR,2020-07-08,2
Norway,NOR,2020-07-09,2
Norway,NOR,2020-07-10,2
Norway,NOR,2020-07-11,2
Norway,NOR,2020-07-12,2
Norway,NOR,2020-07-13,2
Norway,NOR,2020-07-14,2
Norway,NOR,2020-07-15,2
Norway,NOR,2020-07-16,2
Norway,NOR,2020-07-17,2
Norway,NOR,2020-07-18,2
Norway,NOR,2020-07-19,2
Norway,NOR,2020-07-20,2
Norway,NOR,2020-07-21,2
Norway,NOR,2020-07-22,2
Norway,NOR,2020-07-23,2
Norway,NOR,2020-07-24,2
Norway,NOR,2020-07-25,2
Norway,NOR,2020-07-26,2
Norway,NOR,2020-07-27,2
Norway,NOR,2020-07-28,2
Norway,NOR,2020-07-29,2
Norway,NOR,2020-07-30,2
Norway,NOR,2020-07-31,2
Norway,NOR,2020-08-01,2
Norway,NOR,2020-08-02,2
Norway,NOR,2020-08-03,2
Norway,NOR,2020-08-04,2
Norway,NOR,2020-08-05,2
Norway,NOR,2020-08-06,2
Norway,NOR,2020-08-07,2
Norway,NOR,2020-08-08,2
Norway,NOR,2020-08-09,2
