Entity,Code,Year,Continent,Date,Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned),Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned) Annotations,Weekly death growth (%),Weekly death growth (%) Annotations
Abkhazia,OWID_ABK,2015,Asia,,,,,
Bulgaria,BGR,,,2020-08-06,0.96643,,0,
Bulgaria,BGR,,,2020-08-07,1.028,,11.1111111111111,
Bulgaria,BGR,,,2020-08-08,1.06914,,13.0434782608696,
Bulgaria,BGR,,,2020-08-09,1.23357,,27.6595744680851,
Bulgaria,BGR,,,2020-08-10,1.213,,22.9166666666667,
Bulgaria,BGR,,,2020-08-11,1.45971,,73.1707317073171,
Bulgaria,BGR,,,2020-08-12,1.37743,,36.734693877551,
Bulgaria,BGR,,,2020-08-13,1.37743,,42.5531914893617,
Bulgaria,BGR,,,2020-08-14,1.23357,,20,
Bulgaria,BGR,,,2020-08-15,1.17186,,9.61538461538463,
Bulgaria,BGR,,,2020-08-16,1.028,,-16.6666666666667,
Bulgaria,BGR,,,2020-08-17,1.04857,,-13.5593220338983,
Bulgaria,BGR,,,2020-08-18,1.08971,,-25.3521126760563,
Bulgaria,BGR,,,2020-08-19,0.98686,,-28.3582089552239,
Bulgaria,BGR,,,2020-08-20,0.92514,,-32.8358208955224,
Bulgaria,BGR,,,2020-08-21,0.98686,,-20,
Bulgaria,BGR,,,2020-08-22,0.96629,,-17.5438596491228,
Bulgaria,BGR,,,2020-08-23,1.028,,0,
Bulgaria,BGR,,,2020-08-24,0.96629,,-7.84313725490197,
Bulgaria,BGR,,,2020-08-25,1.04857,,-3.77358490566038,
Bulgaria,BGR,,,2020-08-26,1.08971,,10.4166666666667,
Bulgaria,BGR,,,2020-08-27,1.21314,,31.1111111111111,
Bulgaria,BGR,,,2020-08-28,1.27471,,29.1666666666667,
Bulgaria,BGR,,,2020-08-29,1.31586,,36.1702127659574,
Bulgaria,BGR,,,2020-08-30,1.23357,,20,
Bulgaria,BGR,,,2020-08-31,1.398,,44.6808510638298,
Bulgaria,BGR,,,2020-09-01,1.35686,,29.4117647058824,
Bulgaria,BGR,,,2020-09-02,1.17186,,7.54716981132075,
Bulgaria,BGR,,,2020-09-03,1.15129,,-5.08474576271186,
Bulgaria,BGR,,,2020-09-04,1.11029,,-12.9032258064516,
Bulgaria,BGR,,,2020-09-05,1.13086,,-14.0625,
Bulgaria,BGR,,,2020-09-06,1.23357,,0,
Bulgaria,BGR,,,2020-09-07,1.19257,,-14.7058823529412,
Bulgaria,BGR,,,2020-09-08,0.987,,-27.2727272727273,
Bulgaria,BGR,,,2020-09-09,1.29543,,10.5263157894737,
Bulgaria,BGR,,,2020-09-10,1.23371,,7.14285714285714,
Bulgaria,BGR,,,2020-09-11,1.19257,,7.40740740740742,
Burkina Faso,BFA,2015,Africa,,,,,
Burkina Faso,BFA,,,2020-03-15,0,,,
Burkina Faso,BFA,,,2020-03-16,0,,,
Burkina Faso,BFA,,,2020-03-17,0,,,
Burkina Faso,BFA,,,2020-03-18,0,,,
Burkina Faso,BFA,,,2020-03-19,0.0096,,,
Burkina Faso,BFA,,,2020-03-20,0.008,,,
Burkina Faso,BFA,,,2020-03-21,0.00686,,,
Burkina Faso,BFA,,,2020-03-22,0.02057,,,
Burkina Faso,BFA,,,2020-03-23,0.02057,,,
Burkina Faso,BFA,,,2020-03-24,0.02057,,,
Burkina Faso,BFA,,,2020-03-25,0.02057,,,
Burkina Faso,BFA,,,2020-03-26,0.01371,,100,
Burkina Faso,BFA,,,2020-03-27,0.01371,,100,
Burkina Faso,BFA,,,2020-03-28,0.01371,,100,
Burkina Faso,BFA,,,2020-03-29,0.041,,100,
Burkina Faso,BFA,,,2020-03-30,0.041,,100,
Burkina Faso,BFA,,,2020-03-31,0.06157,,200,
Burkina Faso,BFA,,,2020-04-01,0.06157,,200,
Burkina Faso,BFA,,,2020-04-02,0.07529,,450,
Burkina Faso,BFA,,,2020-04-03,0.089,,550,
Burkina Faso,BFA,,,2020-04-04,0.089,,550,
Burkina Faso,BFA,,,2020-04-05,0.048,,16.6666666666667,
Burkina Faso,BFA,,,2020-04-06,0.05486,,33.3333333333333,
Burkina Faso,BFA,,,2020-04-07,0.03429,,-44.4444444444444,
Burkina Faso,BFA,,,2020-04-08,0.048,,-22.2222222222222,
Burkina Faso,BFA,,,2020-04-09,0.06157,,-18.1818181818182,
Burkina Faso,BFA,,,2020-04-10,0.05471,,-38.4615384615385,
Burkina Faso,BFA,,,2020-04-11,0.06843,,-23.0769230769231,
Burkina Faso,BFA,,,2020-04-12,0.07529,,57.1428571428571,
Burkina Faso,BFA,,,2020-04-13,0.06843,,25,
Burkina Faso,BFA,,,2020-04-14,0.07529,,120,
Burkina Faso,BFA,,,2020-04-15,0.07529,,57.1428571428571,
Burkina Faso,BFA,,,2020-04-16,0.06171,,0,
Burkina Faso,BFA,,,2020-04-17,0.05486,,0,
Burkina Faso,BFA,,,2020-04-18,0.06171,,-10,
Burkina Faso,BFA,,,2020-04-19,0.06171,,-18.1818181818182,
Burkina Faso,BFA,,,2020-04-20,0.06171,,-10,
Burkina Faso,BFA,,,2020-04-21,0.06857,,-9.09090909090909,
Burkina Faso,BFA,,,2020-04-22,0.05486,,-27.2727272727273,
Burkina Faso,BFA,,,2020-04-23,0.048,,-22.2222222222222,
Burkina Faso,BFA,,,2020-04-24,0.06171,,12.5,
Burkina Faso,BFA,,,2020-04-25,0.04114,,-33.3333333333333,
Burkina Faso,BFA,,,2020-04-26,0.03429,,-44.4444444444444,
Burkina Faso,BFA,,,2020-04-27,0.04114,,-33.3333333333333,
Burkina Faso,BFA,,,2020-04-28,0.02743,,-60,
Burkina Faso,BFA,,,2020-04-29,0.02743,,-50,
Burkina Faso,BFA,,,2020-04-30,0.02743,,-42.8571428571429,
Burkina Faso,BFA,,,2020-05-01,0.01371,,-77.7777777777778,
Burkina Faso,BFA,,,2020-05-02,0.02057,,-50,
Burkina Faso,BFA,,,2020-05-03,0.02057,,-40,
Burkina Faso,BFA,,,2020-05-04,0.02057,,-50,
Burkina Faso,BFA,,,2020-05-05,0.02743,,0,
Burkina Faso,BFA,,,2020-05-06,0.04114,,50,
Burkina Faso,BFA,,,2020-05-07,0.03429,,25,
Burkina Faso,BFA,,,2020-05-08,0.03429,,150,
Burkina Faso,BFA,,,2020-05-09,0.02743,,33.3333333333333,
Burkina Faso,BFA,,,2020-05-10,0.02743,,33.3333333333333,
Burkina Faso,BFA,,,2020-05-11,0.02743,,33.3333333333333,
Burkina Faso,BFA,,,2020-05-12,0.02743,,0,
Burkina Faso,BFA,,,2020-05-13,0.02057,,-50,
Burkina Faso,BFA,,,2020-05-14,0.02057,,-40,
Burkina Faso,BFA,,,2020-05-15,0.02057,,-40,
Burkina Faso,BFA,,,2020-05-16,0.02057,,-25,
Burkina Faso,BFA,,,2020-05-17,0.02057,,-25,
Burkina Faso,BFA,,,2020-05-18,0.01371,,-50,
Burkina Faso,BFA,,,2020-05-19,0.00686,,-75,
Burkina Faso,BFA,,,2020-05-20,0.00686,,-66.6666666666667,
Burkina Faso,BFA,,,2020-05-21,0.00686,,-66.6666666666667,
Burkina Faso,BFA,,,2020-05-22,0.00686,,-66.6666666666667,
Burkina Faso,BFA,,,2020-05-23,0.00686,,-66.6666666666667,
Burkina Faso,BFA,,,2020-05-24,0.00686,,-66.6666666666667,
Burkina Faso,BFA,,,2020-05-25,0.00686,,-50,
Burkina Faso,BFA,,,2020-05-26,0.00686,,0,
Burkina Faso,BFA,,,2020-05-27,0.00686,,0,
Burkina Faso,BFA,,,2020-05-28,0.00686,,0,
Burkina Faso,BFA,,,2020-05-29,0.00686,,0,
Burkina Faso,BFA,,,2020-05-30,0.00686,,0,
Burkina Faso,BFA,,,2020-05-31,0.00686,,0,
Burkina Faso,BFA,,,2020-06-01,0.00686,,0,
Burkina Faso,BFA,,,2020-06-02,0.00686,,0,
Burkina Faso,BFA,,,2020-06-03,0,,-100,
Burkina Faso,BFA,,,2020-06-04,0,,-100,
Burkina Faso,BFA,,,2020-06-05,0,,-100,
Burkina Faso,BFA,,,2020-06-06,0,,-100,
Burkina Faso,BFA,,,2020-06-07,0,,-100,
Burkina Faso,BFA,,,2020-06-08,0,,-100,
Burkina Faso,BFA,,,2020-06-09,0,,-100,
Burkina Faso,BFA,,,2020-06-10,0,,,
Burkina Faso,BFA,,,2020-06-11,0,,,
Burkina Faso,BFA,,,2020-06-12,0,,,
Burkina Faso,BFA,,,2020-06-13,0,,,
Burkina Faso,BFA,,,2020-06-14,0,,,
Burkina Faso,BFA,,,2020-06-15,0,,,
Burkina Faso,BFA,,,2020-06-16,0,,,
Burkina Faso,BFA,,,2020-06-17,0,,,
Burkina Faso,BFA,,,2020-06-18,0,,,
Burkina Faso,BFA,,,2020-06-19,0,,,
Burkina Faso,BFA,,,2020-06-20,0,,,
Burkina Faso,BFA,,,2020-06-21,0,,,
Burkina Faso,BFA,,,2020-06-22,0,,,
Burkina Faso,BFA,,,2020-06-23,0,,,
Burkina Faso,BFA,,,2020-06-24,0,,,
Burkina Faso,BFA,,,2020-06-25,0,,,
Burkina Faso,BFA,,,2020-06-26,0,,,
Burkina Faso,BFA,,,2020-06-27,0,,,
Burkina Faso,BFA,,,2020-06-28,0,,,
Burkina Faso,BFA,,,2020-06-29,0,,,
Burkina Faso,BFA,,,2020-06-30,0,,,
Burkina Faso,BFA,,,2020-07-01,0,,,
Burkina Faso,BFA,,,2020-07-02,0,,,
Burkina Faso,BFA,,,2020-07-03,0,,,
Burkina Faso,BFA,,,2020-07-04,0,,,
Burkina Faso,BFA,,,2020-07-05,0,,,
Burkina Faso,BFA,,,2020-07-06,0,,,
Burkina Faso,BFA,,,2020-07-07,0,,,
Burkina Faso,BFA,,,2020-07-08,0,,,
Burkina Faso,BFA,,,2020-07-09,0,,,
Burkina Faso,BFA,,,2020-07-10,0,,,
Burkina Faso,BFA,,,2020-07-11,0,,,
Burkina Faso,BFA,,,2020-07-12,0,,,
Burkina Faso,BFA,,,2020-07-13,0,,,
Burkina Faso,BFA,,,2020-07-14,0,,,
Burkina Faso,BFA,,,2020-07-15,0,,,
Burkina Faso,BFA,,,2020-07-16,0,,,
Burkina Faso,BFA,,,2020-07-17,0,,,
Burkina Faso,BFA,,,2020-07-18,0,,,
Burkina Faso,BFA,,,2020-07-19,0,,,
Burkina Faso,BFA,,,2020-07-20,0,,,
Burkina Faso,BFA,,,2020-07-21,0,,,
Burkina Faso,BFA,,,2020-07-22,0,,,
Burkina Faso,BFA,,,2020-07-23,0,,,
Burkina Faso,BFA,,,2020-07-24,0,,,
Burkina Faso,BFA,,,2020-07-25,0,,,
Burkina Faso,BFA,,,2020-07-26,0,,,
Burkina Faso,BFA,,,2020-07-27,0,,,
Burkina Faso,BFA,,,2020-07-28,0,,,
Burkina Faso,BFA,,,2020-07-29,0,,,
Burkina Faso,BFA,,,2020-07-30,0,,,
Burkina Faso,BFA,,,2020-07-31,0,,,
Burkina Faso,BFA,,,2020-08-01,0,,,
Burkina Faso,BFA,,,2020-08-02,0,,,
Burkina Faso,BFA,,,2020-08-03,0,,,
Burkina Faso,BFA,,,2020-08-04,0.00686,,,
Burkina Faso,BFA,,,2020-08-05,0.00686,,,
Burkina Faso,BFA,,,2020-08-06,0.00686,,,
Burkina Faso,BFA,,,2020-08-07,0.00686,,,
Burkina Faso,BFA,,,2020-08-08,0.00686,,,
Burkina Faso,BFA,,,2020-08-09,0.00686,,,
Burkina Faso,BFA,,,2020-08-10,0.00686,,,
Burkina Faso,BFA,,,2020-08-11,0,,-100,
Burkina Faso,BFA,,,2020-08-12,0,,-100,
Burkina Faso,BFA,,,2020-08-13,0,,-100,
Burkina Faso,BFA,,,2020-08-14,0,,-100,
Burkina Faso,BFA,,,2020-08-15,0,,-100,
Burkina Faso,BFA,,,2020-08-16,0,,-100,
Burkina Faso,BFA,,,2020-08-17,0.00686,,0,
Burkina Faso,BFA,,,2020-08-18,0.00686,,,
Burkina Faso,BFA,,,2020-08-19,0.00686,,,
Burkina Faso,BFA,,,2020-08-20,0.00686,,,
Burkina Faso,BFA,,,2020-08-21,0.00686,,,
Burkina Faso,BFA,,,2020-08-22,0.00686,,,
Burkina Faso,BFA,,,2020-08-23,0.00686,,,
Burkina Faso,BFA,,,2020-08-24,0,,-100,
Burkina Faso,BFA,,,2020-08-25,0,,-100,
Burkina Faso,BFA,,,2020-08-26,0,,-100,
Burkina Faso,BFA,,,2020-08-27,0,,-100,
Burkina Faso,BFA,,,2020-08-28,0,,-100,
Burkina Faso,BFA,,,2020-08-29,0,,-100,
Burkina Faso,BFA,,,2020-08-30,0,,-100,
Burkina Faso,BFA,,,2020-08-31,0,,,
Burkina Faso,BFA,,,2020-09-01,0,,,
Burkina Faso,BFA,,,2020-09-02,0,,,
Burkina Faso,BFA,,,2020-09-03,0,,,
Burkina Faso,BFA,,,2020-09-04,0,,,
Burkina Faso,BFA,,,2020-09-05,0,,,
Burkina Faso,BFA,,,2020-09-06,0,,,
Burkina Faso,BFA,,,2020-09-07,0,,,
Burkina Faso,BFA,,,2020-09-08,0.00686,,,
Burkina Faso,BFA,,,2020-09-09,0.00686,,,
Burkina Faso,BFA,,,2020-09-10,0.00686,,,
Burkina Faso,BFA,,,2020-09-11,0.00686,,,
Burundi,BDI,2015,Africa,,,,,
Burundi,BDI,,,2020-04-03,0,,,
Burundi,BDI,,,2020-04-04,0,,,
Burundi,BDI,,,2020-04-05,0,,,
Burundi,BDI,,,2020-04-06,0,,,
Burundi,BDI,,,2020-04-07,0,,,
Burundi,BDI,,,2020-04-08,0,,,
Burundi,BDI,,,2020-04-09,0,,,
Burundi,BDI,,,2020-04-10,0,,,
Burundi,BDI,,,2020-04-11,0,,,
Burundi,BDI,,,2020-04-12,0,,,
Burundi,BDI,,,2020-04-13,0,,,
Burundi,BDI,,,2020-04-14,0,,,
Burundi,BDI,,,2020-04-15,0.012,,,
Burundi,BDI,,,2020-04-16,0.012,,,
Burundi,BDI,,,2020-04-17,0.012,,,
Burundi,BDI,,,2020-04-18,0.012,,,
Burundi,BDI,,,2020-04-19,0.012,,,
Burundi,BDI,,,2020-04-20,0.012,,,
Burundi,BDI,,,2020-04-21,0.012,,,
Burundi,BDI,,,2020-04-22,0,,-100,
Burundi,BDI,,,2020-04-23,0,,-100,
Burundi,BDI,,,2020-04-24,0,,-100,
Burundi,BDI,,,2020-04-25,0,,-100,
Burundi,BDI,,,2020-04-26,0,,-100,
Burundi,BDI,,,2020-04-27,0,,-100,
Burundi,BDI,,,2020-04-28,0,,-100,
Burundi,BDI,,,2020-04-29,0,,,
Burundi,BDI,,,2020-04-30,0,,,
Burundi,BDI,,,2020-05-01,0,,,
Burundi,BDI,,,2020-05-02,0,,,
Burundi,BDI,,,2020-05-03,0,,,
Burundi,BDI,,,2020-05-04,0,,,
Burundi,BDI,,,2020-05-05,0,,,
Burundi,BDI,,,2020-05-06,0,,,
Burundi,BDI,,,2020-05-07,0,,,
Burundi,BDI,,,2020-05-08,0,,,
Burundi,BDI,,,2020-05-09,0,,,
Burundi,BDI,,,2020-05-10,0,,,
Burundi,BDI,,,2020-05-11,0,,,
Burundi,BDI,,,2020-05-12,0,,,
Burundi,BDI,,,2020-05-13,0,,,
Burundi,BDI,,,2020-05-14,0,,,
Burundi,BDI,,,2020-05-15,0,,,
Burundi,BDI,,,2020-05-16,0,,,
Burundi,BDI,,,2020-05-17,0,,,
Burundi,BDI,,,2020-05-18,0,,,
Burundi,BDI,,,2020-05-19,0,,,
Burundi,BDI,,,2020-05-20,0,,,
Burundi,BDI,,,2020-05-21,0,,,
Burundi,BDI,,,2020-05-22,0,,,
Burundi,BDI,,,2020-05-23,0,,,
Burundi,BDI,,,2020-05-24,0,,,
Burundi,BDI,,,2020-05-25,0,,,
Burundi,BDI,,,2020-05-26,0,,,
Burundi,BDI,,,2020-05-27,0,,,
Burundi,BDI,,,2020-05-28,0,,,
Burundi,BDI,,,2020-05-29,0,,,
Burundi,BDI,,,2020-05-30,0,,,
Burundi,BDI,,,2020-05-31,0,,,
Burundi,BDI,,,2020-06-01,0,,,
Burundi,BDI,,,2020-06-02,0,,,
Burundi,BDI,,,2020-06-03,0,,,
Burundi,BDI,,,2020-06-04,0,,,
Burundi,BDI,,,2020-06-05,0,,,
Burundi,BDI,,,2020-06-06,0,,,
Burundi,BDI,,,2020-06-07,0,,,
Burundi,BDI,,,2020-06-08,0,,,
Burundi,BDI,,,2020-06-09,0,,,
Burundi,BDI,,,2020-06-10,0,,,
Burundi,BDI,,,2020-06-11,0,,,
Burundi,BDI,,,2020-06-12,0,,,
Burundi,BDI,,,2020-06-13,0,,,
Burundi,BDI,,,2020-06-14,0,,,
Burundi,BDI,,,2020-06-15,0,,,
Burundi,BDI,,,2020-06-16,0,,,
Burundi,BDI,,,2020-06-17,0,,,
Burundi,BDI,,,2020-06-18,0,,,
Burundi,BDI,,,2020-06-19,0,,,
Burundi,BDI,,,2020-06-20,0,,,
Burundi,BDI,,,2020-06-21,0,,,
Burundi,BDI,,,2020-06-22,0,,,
Burundi,BDI,,,2020-06-23,0,,,
Burundi,BDI,,,2020-06-24,0,,,
Burundi,BDI,,,2020-06-25,0,,,
Burundi,BDI,,,2020-06-26,0,,,
Burundi,BDI,,,2020-06-27,0,,,
Burundi,BDI,,,2020-06-28,0,,,
Burundi,BDI,,,2020-06-29,0,,,
Burundi,BDI,,,2020-06-30,0,,,
Burundi,BDI,,,2020-07-01,0,,,
Burundi,BDI,,,2020-07-02,0,,,
Burundi,BDI,,,2020-07-03,0,,,
Burundi,BDI,,,2020-07-04,0,,,
Burundi,BDI,,,2020-07-05,0,,,
Burundi,BDI,,,2020-07-06,0,,,
Burundi,BDI,,,2020-07-07,0,,,
Burundi,BDI,,,2020-07-08,0,,,
Burundi,BDI,,,2020-07-09,0,,,
Burundi,BDI,,,2020-07-10,0,,,
Burundi,BDI,,,2020-07-11,0,,,
Burundi,BDI,,,2020-07-12,0,,,
Burundi,BDI,,,2020-07-13,0,,,
Burundi,BDI,,,2020-07-14,0,,,
Burundi,BDI,,,2020-07-15,0,,,
Burundi,BDI,,,2020-07-16,0,,,
Burundi,BDI,,,2020-07-17,0,,,
Burundi,BDI,,,2020-07-18,0,,,
Burundi,BDI,,,2020-07-19,0,,,
Burundi,BDI,,,2020-07-20,0,,,
Burundi,BDI,,,2020-07-21,0,,,
Burundi,BDI,,,2020-07-22,0,,,
Burundi,BDI,,,2020-07-23,0,,,
Burundi,BDI,,,2020-07-24,0,,,
Burundi,BDI,,,2020-07-25,0,,,
Burundi,BDI,,,2020-07-26,0,,,
Burundi,BDI,,,2020-07-27,0,,,
Burundi,BDI,,,2020-07-28,0,,,
Burundi,BDI,,,2020-07-29,0,,,
Burundi,BDI,,,2020-07-30,0,,,
Burundi,BDI,,,2020-07-31,0,,,
Burundi,BDI,,,2020-08-01,0,,,
Burundi,BDI,,,2020-08-02,0,,,
Burundi,BDI,,,2020-08-03,0,,,
Burundi,BDI,,,2020-08-04,0,,,
Burundi,BDI,,,2020-08-05,0,,,
Burundi,BDI,,,2020-08-06,0,,,
Burundi,BDI,,,2020-08-07,0,,,
Burundi,BDI,,,2020-08-08,0,,,
Burundi,BDI,,,2020-08-09,0,,,
Burundi,BDI,,,2020-08-10,0,,,
Burundi,BDI,,,2020-08-11,0,,,
Burundi,BDI,,,2020-08-12,0,,,
Burundi,BDI,,,2020-08-13,0,,,
Burundi,BDI,,,2020-08-14,0,,,
Burundi,BDI,,,2020-08-15,0,,,
Burundi,BDI,,,2020-08-16,0,,,
Burundi,BDI,,,2020-08-17,0,,,
Burundi,BDI,,,2020-08-18,0,,,
Burundi,BDI,,,2020-08-19,0,,,
Burundi,BDI,,,2020-08-20,0,,,
Burundi,BDI,,,2020-08-21,0,,,
Burundi,BDI,,,2020-08-22,0,,,
Burundi,BDI,,,2020-08-23,0,,,
Burundi,BDI,,,2020-08-24,0,,,
Burundi,BDI,,,2020-08-25,0,,,
Burundi,BDI,,,2020-08-26,0,,,
Burundi,BDI,,,2020-08-27,0,,,
Burundi,BDI,,,2020-08-28,0,,,
Burundi,BDI,,,2020-08-29,0,,,
Burundi,BDI,,,2020-08-30,0,,,
Burundi,BDI,,,2020-08-31,0,,,
Burundi,BDI,,,2020-09-01,0,,,
Burundi,BDI,,,2020-09-02,0,,,
Burundi,BDI,,,2020-09-03,0,,,
Burundi,BDI,,,2020-09-04,0,,,
Burundi,BDI,,,2020-09-05,0,,,
Burundi,BDI,,,2020-09-06,0,,,
Burundi,BDI,,,2020-09-07,0,,,
Burundi,BDI,,,2020-09-08,0,,,
Burundi,BDI,,,2020-09-09,0,,,
Burundi,BDI,,,2020-09-10,0,,,
Burundi,BDI,,,2020-09-11,0,,,
Cambodia,KHM,2015,Asia,,,,,
Cambodia,KHM,,,2020-01-02,0,,,
Cambodia,KHM,,,2020-01-03,0,,,
Cambodia,KHM,,,2020-01-04,0,,,
Cambodia,KHM,,,2020-01-05,0,,,
Cambodia,KHM,,,2020-01-06,0,,,
Cambodia,KHM,,,2020-01-07,0,,,
Cambodia,KHM,,,2020-01-08,0,,,
Cambodia,KHM,,,2020-01-09,0,,,
Cambodia,KHM,,,2020-01-10,0,,,
Cambodia,KHM,,,2020-01-11,0,,,
Cambodia,KHM,,,2020-01-12,0,,,
Cambodia,KHM,,,2020-01-13,0,,,
Cambodia,KHM,,,2020-01-14,0,,,
Cambodia,KHM,,,2020-01-15,0,,,
Cambodia,KHM,,,2020-01-16,0,,,
Cambodia,KHM,,,2020-01-17,0,,,
Cambodia,KHM,,,2020-01-18,0,,,
Cambodia,KHM,,,2020-01-19,0,,,
Cambodia,KHM,,,2020-01-20,0,,,
Cambodia,KHM,,,2020-01-21,0,,,
Cambodia,KHM,,,2020-01-22,0,,,
Cambodia,KHM,,,2020-01-23,0,,,
Cambodia,KHM,,,2020-01-24,0,,,
Cambodia,KHM,,,2020-01-25,0,,,
Cambodia,KHM,,,2020-01-26,0,,,
Cambodia,KHM,,,2020-01-27,0,,,
Cambodia,KHM,,,2020-01-28,0,,,
Cambodia,KHM,,,2020-01-29,0,,,
Cambodia,KHM,,,2020-01-30,0,,,
Cambodia,KHM,,,2020-01-31,0,,,
Cambodia,KHM,,,2020-02-01,0,,,
Cambodia,KHM,,,2020-02-02,0,,,
Cambodia,KHM,,,2020-02-03,0,,,
Cambodia,KHM,,,2020-02-04,0,,,
Cambodia,KHM,,,2020-02-05,0,,,
Cambodia,KHM,,,2020-02-06,0,,,
Cambodia,KHM,,,2020-02-07,0,,,
Cambodia,KHM,,,2020-02-08,0,,,
Cambodia,KHM,,,2020-02-09,0,,,
Cambodia,KHM,,,2020-02-10,0,,,
Cambodia,KHM,,,2020-02-11,0,,,
Cambodia,KHM,,,2020-02-12,0,,,
Cambodia,KHM,,,2020-02-13,0,,,
Cambodia,KHM,,,2020-02-14,0,,,
Cambodia,KHM,,,2020-02-15,0,,,
Cambodia,KHM,,,2020-02-16,0,,,
Cambodia,KHM,,,2020-02-17,0,,,
Cambodia,KHM,,,2020-02-18,0,,,
Cambodia,KHM,,,2020-02-19,0,,,
Cambodia,KHM,,,2020-02-20,0,,,
Cambodia,KHM,,,2020-02-21,0,,,
Cambodia,KHM,,,2020-02-22,0,,,
Cambodia,KHM,,,2020-02-23,0,,,
Cambodia,KHM,,,2020-02-24,0,,,
Cambodia,KHM,,,2020-02-25,0,,,
Cambodia,KHM,,,2020-02-26,0,,,
Cambodia,KHM,,,2020-02-27,0,,,
Cambodia,KHM,,,2020-02-28,0,,,
Cambodia,KHM,,,2020-02-29,0,,,
Cambodia,KHM,,,2020-03-01,0,,,
Cambodia,KHM,,,2020-03-02,0,,,
Cambodia,KHM,,,2020-03-03,0,,,
Cambodia,KHM,,,2020-03-04,0,,,
Cambodia,KHM,,,2020-03-05,0,,,
Cambodia,KHM,,,2020-03-06,0,,,
Cambodia,KHM,,,2020-03-13,0,,,
Cambodia,KHM,,,2020-03-14,0,,,
Cambodia,KHM,,,2020-03-15,0,,,
Cambodia,KHM,,,2020-03-16,0,,,
Cambodia,KHM,,,2020-03-17,0,,,
Cambodia,KHM,,,2020-03-18,0,,,
Cambodia,KHM,,,2020-03-19,0,,,
Cambodia,KHM,,,2020-03-20,0,,,
Cambodia,KHM,,,2020-03-21,0,,,
Cambodia,KHM,,,2020-03-22,0,,,
Cambodia,KHM,,,2020-03-23,0,,,
Cambodia,KHM,,,2020-03-24,0,,,
Cambodia,KHM,,,2020-03-25,0,,,
Cambodia,KHM,,,2020-03-26,0,,,
Cambodia,KHM,,,2020-03-27,0,,,
Cambodia,KHM,,,2020-03-28,0,,,
Cambodia,KHM,,,2020-03-29,0,,,
Cambodia,KHM,,,2020-03-30,0,,,
Cambodia,KHM,,,2020-03-31,0,,,
Cambodia,KHM,,,2020-04-01,0,,,
Cambodia,KHM,,,2020-04-02,0,,,
Cambodia,KHM,,,2020-04-03,0,,,
Cambodia,KHM,,,2020-04-04,0,,,
Cambodia,KHM,,,2020-04-05,0,,,
Cambodia,KHM,,,2020-04-06,0,,,
Cambodia,KHM,,,2020-04-07,0,,,
Cambodia,KHM,,,2020-04-08,0,,,
Cambodia,KHM,,,2020-04-09,0,,,
Cambodia,KHM,,,2020-04-10,0,,,
Cambodia,KHM,,,2020-04-11,0,,,
Cambodia,KHM,,,2020-04-12,0,,,
Cambodia,KHM,,,2020-04-13,0,,,
Cambodia,KHM,,,2020-04-14,0,,,
Cambodia,KHM,,,2020-04-15,0,,,
Cambodia,KHM,,,2020-04-16,0,,,
Cambodia,KHM,,,2020-04-17,0,,,
Cambodia,KHM,,,2020-04-18,0,,,
Cambodia,KHM,,,2020-04-19,0,,,
Cambodia,KHM,,,2020-04-20,0,,,
Cambodia,KHM,,,2020-04-21,0,,,
Cambodia,KHM,,,2020-04-22,0,,,
Cambodia,KHM,,,2020-04-23,0,,,
Cambodia,KHM,,,2020-04-24,0,,,
Cambodia,KHM,,,2020-04-25,0,,,
Cambodia,KHM,,,2020-04-26,0,,,
Cambodia,KHM,,,2020-04-27,0,,,
Cambodia,KHM,,,2020-04-28,0,,,
Cambodia,KHM,,,2020-04-29,0,,,
Cambodia,KHM,,,2020-04-30,0,,,
Cambodia,KHM,,,2020-05-01,0,,,
Cambodia,KHM,,,2020-05-02,0,,,
Cambodia,KHM,,,2020-05-03,0,,,
Cambodia,KHM,,,2020-05-04,0,,,
Cambodia,KHM,,,2020-05-05,0,,,
Cambodia,KHM,,,2020-05-06,0,,,
Cambodia,KHM,,,2020-05-07,0,,,
Cambodia,KHM,,,2020-05-08,0,,,
Cambodia,KHM,,,2020-05-09,0,,,
Cambodia,KHM,,,2020-05-10,0,,,
Cambodia,KHM,,,2020-05-11,0,,,
Cambodia,KHM,,,2020-05-12,0,,,
Cambodia,KHM,,,2020-05-13,0,,,
Cambodia,KHM,,,2020-05-14,0,,,
Cambodia,KHM,,,2020-05-15,0,,,
Cambodia,KHM,,,2020-05-16,0,,,
Cambodia,KHM,,,2020-05-17,0,,,
Cambodia,KHM,,,2020-05-18,0,,,
Cambodia,KHM,,,2020-05-19,0,,,
Cambodia,KHM,,,2020-05-20,0,,,
Cambodia,KHM,,,2020-05-21,0,,,
Cambodia,KHM,,,2020-05-22,0,,,
Cambodia,KHM,,,2020-05-23,0,,,
Cambodia,KHM,,,2020-05-24,0,,,
Cambodia,KHM,,,2020-05-25,0,,,
Cambodia,KHM,,,2020-05-26,0,,,
Cambodia,KHM,,,2020-05-27,0,,,
Cambodia,KHM,,,2020-05-28,0,,,
Cambodia,KHM,,,2020-05-29,0,,,
Cambodia,KHM,,,2020-05-30,0,,,
Cambodia,KHM,,,2020-05-31,0,,,
